100
0  1
0  9
0  11
0  15
0  17
0  18
0  19
0  21
0  23
0  25
0  30
0  37
0  48
0  50
0  53
0  55
0  56
0  58
0  64
0  66
0  70
0  74
0  75
0  82
0  85
0  88
0  91
0  92
0  99
1  2
1  5
1  6
1  12
1  20
1  22
1  28
1  32
1  33
1  34
1  38
1  40
1  41
1  44
1  49
1  51
1  52
1  57
1  59
1  63
1  67
1  68
1  72
1  77
1  81
1  83
1  84
1  90
1  94
1  97
1  98
2  4
2  7
2  10
2  11
2  14
2  17
2  18
2  21
2  23
2  27
2  42
2  43
2  45
2  46
2  48
2  53
2  54
2  55
2  56
2  58
2  61
2  64
2  65
2  70
2  71
2  73
2  74
2  76
2  78
2  80
2  82
2  85
2  89
2  91
2  93
2  99
3  7
3  8
3  11
3  14
3  15
3  17
3  18
3  19
3  21
3  24
3  27
3  29
3  31
3  37
3  42
3  43
3  45
3  46
3  47
3  48
3  50
3  54
3  55
3  56
3  58
3  60
3  61
3  66
3  69
3  70
3  71
3  73
3  75
3  76
3  78
3  80
3  89
3  91
3  93
3  99
4  5
4  12
4  13
4  16
4  20
4  26
4  28
4  32
4  33
4  36
4  38
4  39
4  44
4  52
4  57
4  62
4  63
4  68
4  72
4  79
4  83
4  84
4  86
4  87
4  90
4  96
4  97
4  98
5  7
5  10
5  14
5  15
5  17
5  18
5  23
5  27
5  31
5  37
5  43
5  45
5  47
5  48
5  53
5  54
5  56
5  60
5  64
5  65
5  66
5  69
5  73
5  74
5  76
5  78
5  88
5  91
5  99
6  8
6  9
6  14
6  17
6  18
6  23
6  29
6  30
6  31
6  42
6  45
6  46
6  48
6  50
6  54
6  56
6  60
6  65
6  66
6  69
6  70
6  75
6  78
6  80
6  82
6  85
6  88
6  89
6  92
7  13
7  16
7  20
7  26
7  28
7  32
7  34
7  35
7  36
7  38
7  40
7  44
7  52
7  68
7  72
7  79
7  84
7  86
7  90
7  96
7  98
8  13
8  16
8  22
8  28
8  32
8  33
8  35
8  38
8  39
8  40
8  41
8  49
8  52
8  57
8  59
8  62
8  63
8  67
8  72
8  79
8  81
8  83
8  87
8  90
8  94
8  97
9  13
9  16
9  20
9  32
9  35
9  39
9  41
9  44
9  49
9  52
9  59
9  62
9  63
9  68
9  72
9  77
9  79
9  81
9  83
9  86
9  96
9  97
10  22
10  32
10  34
10  35
10  36
10  38
10  40
10  41
10  44
10  51
10  59
10  62
10  63
10  67
10  68
10  81
10  83
10  84
10  86
10  87
10  90
10  94
10  96
11  13
11  16
11  20
11  28
11  32
11  35
11  38
11  39
11  40
11  41
11  44
11  49
11  62
11  63
11  67
11  72
11  77
11  79
11  84
11  86
11  87
11  90
11  94
11  96
11  97
12  14
12  21
12  25
12  27
12  29
12  30
12  31
12  37
12  42
12  48
12  50
12  54
12  55
12  56
12  58
12  60
12  65
12  69
12  73
12  74
12  76
12  82
12  85
12  91
12  93
12  99
13  14
13  18
13  19
13  21
13  23
13  29
13  31
13  37
13  42
13  43
13  45
13  48
13  54
13  56
13  61
13  65
13  75
13  80
13  82
13  89
13  92
13  99
14  22
14  26
14  32
14  33
14  35
14  36
14  39
14  40
14  41
14  44
14  49
14  57
14  59
14  67
14  68
14  79
14  83
14  84
14  86
14  90
14  96
14  98
15  20
15  22
15  32
15  33
15  34
15  36
15  38
15  39
15  51
15  57
15  63
15  68
15  72
15  79
15  83
15  84
15  90
15  94
15  96
15  98
16  18
16  19
16  21
16  23
16  25
16  27
16  29
16  30
16  37
16  42
16  45
16  46
16  47
16  48
16  50
16  54
16  55
16  58
16  61
16  64
16  65
16  66
16  69
16  70
16  71
16  78
16  80
16  82
16  89
16  92
16  93
16  95
16  99
17  20
17  22
17  32
17  34
17  35
17  38
17  40
17  41
17  44
17  52
17  62
17  63
17  72
17  79
17  81
17  83
17  84
17  86
17  90
17  94
17  96
17  97
17  98
18  26
18  28
18  32
18  33
18  34
18  35
18  36
18  38
18  39
18  41
18  49
18  51
18  52
18  57
18  59
18  62
18  63
18  67
18  79
18  81
18  83
18  86
18  87
18  94
18  96
18  97
18  98
19  22
19  28
19  36
19  38
19  44
19  49
19  51
19  57
19  59
19  68
19  77
19  79
19  81
19  86
19  90
19  94
19  97
19  98
20  21
20  23
20  24
20  25
20  27
20  31
20  37
20  43
20  46
20  47
20  50
20  54
20  55
20  56
20  60
20  61
20  65
20  66
20  69
20  70
20  74
20  75
20  76
20  78
20  80
20  82
20  85
20  89
20  91
20  92
20  93
20  95
20  99
21  22
21  26
21  28
21  32
21  34
21  35
21  36
21  38
21  39
21  40
21  52
21  59
21  62
21  63
21  67
21  68
21  72
21  77
21  79
21  81
21  83
21  86
21  87
21  90
21  94
21  96
21  97
22  23
22  27
22  30
22  31
22  37
22  42
22  43
22  45
22  46
22  47
22  48
22  54
22  55
22  56
22  58
22  60
22  61
22  64
22  65
22  69
22  75
22  76
22  78
22  82
22  88
22  92
22  93
23  26
23  28
23  32
23  33
23  34
23  35
23  38
23  39
23  41
23  49
23  59
23  63
23  67
23  72
23  81
23  84
23  90
23  94
23  97
23  98
24  26
24  32
24  33
24  34
24  35
24  36
24  40
24  41
24  51
24  52
24  62
24  63
24  67
24  72
24  79
24  81
24  83
24  87
24  90
24  96
25  26
25  28
25  32
25  33
25  34
25  36
25  38
25  39
25  40
25  44
25  51
25  59
25  62
25  63
25  67
25  68
25  77
25  84
25  90
25  94
25  96
25  98
26  29
26  30
26  31
26  37
26  42
26  43
26  46
26  47
26  53
26  58
26  61
26  65
26  66
26  71
26  74
26  75
26  76
26  78
26  82
26  85
26  88
26  89
26  91
26  92
26  93
26  99
27  28
27  32
27  34
27  35
27  36
27  41
27  44
27  49
27  51
27  52
27  57
27  63
27  67
27  68
27  77
27  79
27  81
27  84
27  87
27  94
27  96
27  97
28  30
28  31
28  37
28  42
28  47
28  48
28  50
28  55
28  56
28  61
28  64
28  66
28  71
28  74
28  78
28  80
28  85
28  92
28  93
28  95
28  99
29  33
29  34
29  38
29  40
29  41
29  49
29  63
29  68
29  79
29  84
29  86
29  87
29  96
29  98
30  32
30  34
30  36
30  38
30  39
30  40
30  41
30  44
30  51
30  57
30  62
30  68
30  77
30  81
30  87
30  90
30  94
31  33
31  34
31  35
31  36
31  39
31  41
31  44
31  51
31  57
31  62
31  68
31  77
31  83
31  86
31  87
31  90
31  96
31  97
32  37
32  42
32  43
32  45
32  47
32  50
32  53
32  54
32  56
32  60
32  64
32  66
32  70
32  71
32  74
32  76
32  78
32  80
32  82
32  85
32  88
32  89
32  91
32  92
32  95
32  99
33  42
33  43
33  45
33  47
33  48
33  53
33  55
33  56
33  58
33  64
33  65
33  70
33  71
33  73
33  75
33  78
33  80
33  82
33  85
33  88
33  89
33  93
33  95
34  37
34  42
34  46
34  48
34  50
34  53
34  54
34  55
34  61
34  64
34  66
34  69
34  70
34  73
34  78
34  80
34  85
34  89
34  91
34  92
34  93
34  95
34  99
35  37
35  42
35  45
35  46
35  50
35  53
35  54
35  60
35  61
35  64
35  66
35  73
35  74
35  78
35  80
35  82
35  85
35  88
35  89
35  92
35  95
36  37
36  42
36  47
36  55
36  56
36  60
36  61
36  65
36  66
36  69
36  70
36  74
36  76
36  80
36  82
36  85
36  88
36  89
36  92
36  95
36  99
37  38
37  39
37  40
37  44
37  49
37  52
37  59
37  63
37  67
37  72
37  81
37  83
37  84
37  86
37  94
37  97
38  42
38  43
38  45
38  46
38  47
38  50
38  56
38  58
38  61
38  65
38  66
38  69
38  70
38  73
38  75
38  78
38  82
38  85
38  88
38  89
38  93
38  95
39  42
39  45
39  47
39  48
39  53
39  55
39  58
39  60
39  66
39  71
39  73
39  74
39  75
39  78
39  80
39  82
39  85
39  88
39  89
39  91
39  92
40  42
40  45
40  46
40  48
40  55
40  56
40  64
40  66
40  69
40  70
40  71
40  74
40  75
40  76
40  78
40  80
40  85
40  88
40  89
40  99
41  42
41  45
41  53
41  55
41  56
41  64
41  66
41  75
41  78
41  80
41  82
41  85
41  93
41  95
41  99
42  49
42  51
42  52
42  67
42  68
42  72
42  77
42  83
42  84
42  86
42  87
42  90
42  94
42  96
43  52
43  62
43  63
43  72
43  77
43  79
43  81
43  86
43  87
43  90
43  94
43  96
43  97
43  98
44  45
44  46
44  47
44  48
44  53
44  55
44  56
44  60
44  64
44  65
44  66
44  69
44  73
44  74
44  78
44  80
44  88
44  89
44  91
44  93
44  95
44  99
45  52
45  57
45  59
45  62
45  68
45  84
45  90
45  94
45  96
45  97
46  49
46  57
46  62
46  63
46  68
46  72
46  77
46  79
46  83
46  90
46  94
46  96
46  97
46  98
47  51
47  52
47  57
47  59
47  62
47  63
47  67
47  68
47  72
47  81
47  83
47  84
47  86
47  90
47  94
47  97
47  98
48  51
48  52
48  57
48  59
48  62
48  63
48  67
48  68
48  72
48  79
48  83
48  84
48  90
48  94
48  97
49  50
49  53
49  54
49  55
49  56
49  58
49  60
49  61
49  69
49  73
49  74
49  75
49  76
49  82
49  88
49  89
49  91
49  92
49  93
49  95
50  51
50  52
50  57
50  59
50  67
50  68
50  72
50  79
50  81
50  83
50  86
50  96
50  98
51  53
51  60
51  61
51  64
51  66
51  69
51  70
51  73
51  74
51  76
51  80
51  88
51  89
51  91
52  53
52  54
52  55
52  56
52  58
52  64
52  70
52  71
52  75
52  78
52  80
52  88
52  89
52  91
52  92
52  95
52  99
53  57
53  59
53  63
53  67
53  68
53  77
53  84
53  87
53  94
53  96
54  57
54  62
54  63
54  67
54  77
54  79
54  81
54  83
54  84
54  86
54  90
54  96
54  98
55  57
55  59
55  62
55  67
55  77
55  79
55  83
55  86
55  90
55  96
55  98
56  57
56  59
56  62
56  63
56  72
56  77
56  79
56  84
56  86
56  90
56  96
56  97
56  98
57  61
57  64
57  65
57  69
57  73
57  74
57  76
57  78
57  80
57  82
57  85
57  88
57  89
57  92
57  95
57  99
58  59
58  62
58  63
58  67
58  68
58  72
58  77
58  81
58  83
58  84
58  98
59  60
59  61
59  66
59  69
59  70
59  71
59  75
59  76
59  78
59  82
59  85
59  88
59  89
59  92
59  93
59  95
59  99
60  63
60  67
60  72
60  77
60  79
60  83
60  84
60  87
60  90
60  96
60  97
60  98
61  63
61  67
61  68
61  77
61  84
61  87
61  96
61  97
62  65
62  70
62  71
62  73
62  74
62  76
62  78
62  85
62  88
62  89
62  93
62  95
63  64
63  65
63  69
63  71
63  76
63  85
63  88
63  89
63  99
64  67
64  68
64  72
64  83
64  84
64  86
64  94
64  97
64  98
65  67
65  68
65  77
65  79
65  81
65  83
65  87
65  90
65  94
65  96
65  97
65  98
66  67
66  68
66  72
66  77
66  83
66  86
66  87
66  90
66  94
66  96
66  97
67  69
67  71
67  73
67  74
67  75
67  78
67  80
67  85
67  89
67  91
67  93
67  95
67  99
68  70
68  71
68  74
68  75
68  76
68  80
68  85
68  88
68  89
68  93
68  95
69  79
69  81
69  83
69  84
69  86
69  87
69  96
69  97
70  72
70  77
70  81
70  83
70  84
70  86
70  87
70  90
70  94
70  97
71  77
71  79
71  81
71  83
71  86
71  90
71  94
71  96
71  98
72  73
72  74
72  75
72  76
72  82
72  85
72  88
72  89
72  91
72  92
72  93
72  95
