100
0  3
0  4
0  7
0  11
0  21
0  24
0  33
0  34
0  37
0  38
0  43
0  46
0  47
0  52
0  53
0  55
0  58
0  61
0  62
0  70
0  72
0  75
0  76
0  78
0  82
0  85
0  88
0  90
0  91
0  92
0  94
0  95
0  96
0  98
1  5
1  8
1  9
1  10
1  16
1  22
1  28
1  35
1  36
1  37
1  41
1  44
1  48
1  56
1  57
1  58
1  65
1  66
1  68
1  69
1  71
1  77
1  79
1  80
1  81
1  89
1  99
2  3
2  6
2  7
2  11
2  16
2  18
2  21
2  24
2  25
2  28
2  31
2  35
2  37
2  38
2  42
2  43
2  46
2  48
2  49
2  55
2  62
2  68
2  70
2  72
2  73
2  75
2  78
2  82
2  86
2  88
2  89
2  90
2  94
2  97
2  98
3  8
3  9
3  10
3  11
3  14
3  15
3  19
3  21
3  23
3  26
3  27
3  29
3  32
3  35
3  41
3  44
3  45
3  46
3  50
3  51
3  56
3  66
3  68
3  69
3  74
3  75
3  77
3  79
3  80
3  81
3  84
3  92
4  5
4  8
4  9
4  13
4  22
4  23
4  24
4  27
4  28
4  29
4  32
4  35
4  36
4  41
4  44
4  45
4  48
4  50
4  51
4  55
4  56
4  57
4  58
4  66
4  67
4  68
4  71
4  74
4  83
4  84
4  85
4  89
4  93
5  7
5  16
5  17
5  18
5  21
5  24
5  25
5  31
5  34
5  37
5  38
5  39
5  43
5  47
5  52
5  53
5  54
5  55
5  59
5  60
5  61
5  62
5  64
5  72
5  73
5  75
5  78
5  82
5  86
5  90
5  94
5  95
5  97
5  98
6  10
6  15
6  20
6  22
6  23
6  24
6  26
6  27
6  28
6  36
6  40
6  44
6  46
6  47
6  48
6  50
6  58
6  65
6  66
6  67
6  69
6  80
6  81
6  84
6  93
6  99
7  10
7  15
7  19
7  20
7  23
7  28
7  29
7  30
7  31
7  32
7  36
7  40
7  41
7  48
7  50
7  51
7  56
7  58
7  67
7  68
7  69
7  70
7  71
7  76
7  77
7  80
7  81
7  83
7  84
7  87
7  89
7  99
8  10
8  11
8  13
8  16
8  17
8  18
8  24
8  25
8  31
8  33
8  38
8  41
8  43
8  49
8  52
8  54
8  60
8  61
8  63
8  70
8  72
8  75
8  76
8  78
8  85
8  86
8  91
8  92
8  94
8  97
9  12
9  13
9  18
9  24
9  25
9  26
9  27
9  37
9  39
9  43
9  54
9  55
9  61
9  62
9  68
9  70
9  72
9  73
9  75
9  76
9  78
9  79
9  82
9  85
9  86
9  87
9  91
9  95
9  97
9  98
10  11
10  17
10  18
10  25
10  32
10  33
10  37
10  38
10  42
10  43
10  46
10  47
10  49
10  52
10  53
10  54
10  55
10  59
10  60
10  61
10  73
10  75
10  76
10  82
10  85
10  87
10  90
10  91
10  92
10  94
10  96
10  98
11  14
11  15
11  20
11  26
11  27
11  28
11  32
11  40
11  41
